pickup_hour,name,id,LocationID,Zone,service_zone,VendorID,num_rides_per_hour,trip_distance,fare_amount,total_amount,congestion_surcharge,total_plus_surcharge
2022-11-26 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,97,274.81,1060.0,1601.33,222.5,1823.83
2022-11-26 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,179,413.57,1767.9,2685.9900000000002,427.5,3113.4900000000002
2022-11-26 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,263,623.43,2734.5,4112.27,635.0,4747.27
2022-11-26 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,321,684.51,3198.8,4900.62,782.5,5683.12
2022-11-26 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,404,925.79,4476.7,6714.81,987.5,7702.31
2022-11-26 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,509,1227.7,6327.7,9137.67,1217.5,10355.17
2022-11-26 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,421,1124.61,5515.5,7908.37,1002.5,8910.869999999999
2022-11-26 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,447,1148.7,5986.5,8629.74,1095.0,9724.74
2022-11-26 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,445,1191.1,6658.0,9283.78,1077.5,10361.28
2022-11-26 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,413,1084.37,6074.0,8598.5,992.5,9591.0
2022-11-26 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,343,797.91,4786.5,6701.91,795.0,7496.91
2022-11-26 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,333,924.22,4858.0,6831.93,797.5,7629.43
2022-11-26 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,259,762.58,3769.5,5354.11,590.0,5944.11
2022-11-26 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,242,645.72,3252.5,4741.4800000000005,562.5,5303.9800000000005
2022-11-26 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,198,601.97,2632.5,3866.0,457.5,4323.5
2022-11-26 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,152,512.02,2116.0,3071.15,332.5,3403.65
2022-11-27 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,91,295.64,1126.5,1663.31,207.5,1870.81
2022-11-27 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,54,160.03,642.5,995.91,127.5,1123.4099999999999
2022-11-27 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,36,79.86,354.0,561.9200000000001,85.0,646.9200000000001
2022-11-27 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,38,129.83,565.0,779.02,80.0,859.02
2022-11-27 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,20,51.93,280.8,386.0,40.0,426.0
2022-11-27 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,12,39.57,140.0,221.63,30.0,251.63
2022-11-27 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,28,141.39,438.7,591.86,52.5,644.36
2022-11-27 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,44,220.76,756.7,1134.95,102.5,1237.45
2022-11-27 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,86,322.68,1275.7,1811.81,205.0,2016.81
2022-11-27 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,180,617.13,2357.9,3514.55,420.0,3934.55
2022-11-27 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,255,619.81,2636.2,4006.63,615.0,4621.63
2022-11-27 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,313,674.84,3035.7,4656.6,737.5,5394.1
2022-11-27 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,353,894.28,4077.0,6123.45,847.5,6970.95
2022-11-27 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,414,1226.59,5320.7,7735.33,967.5,8702.83
2022-11-27 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,520,1130.57,6415.8,9336.3,1255.0,10591.3
2022-11-27 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,370,939.05,4499.7,6583.6900000000005,852.5,7436.1900000000005
2022-11-27 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,260,857.09,3697.0,5320.13,612.5,5932.63
2022-11-27 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,265,850.9300000000001,3628.7,5358.02,625.0,5983.02
2022-11-27 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,225,611.98,2969.2,4315.04,520.0,4835.04
2022-11-27 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,198,629.97,2539.5,3703.18,452.5,4155.68
2022-11-27 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,133,581.21,2130.0,3107.3,292.5,3399.8
2022-11-27 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,128,577.8,2101.5,3058.66,285.0,3343.66
2022-11-27 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,107,530.2,1914.0,2793.55,235.0,3028.55
2022-11-27 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,56,307.2,1020.0,1462.28,115.0,1577.28
2022-11-28 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,43,341.7,1041.5,1375.41,55.0,1430.41
2022-11-28 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,26,222.11,786.85,1040.97,45.0,1085.97
2022-11-28 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,13,34.15,131.0,187.82,27.5,215.32
2022-11-28 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,7,15.66,64.5,101.52000000000001,15.0,116.52000000000001
2022-11-28 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,5,9.73,45.5,68.93,12.5,81.43
2022-11-28 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,50,118.63,478.11,781.75,117.5,899.25
2022-11-28 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,231,567.33,2357.7,3613.12,565.0,4178.12
2022-11-28 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,404,905.13,4058.31,6385.83,997.5,7383.33
2022-11-28 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,446,1004.42,5088.7,7750.32,1095.0,8845.32
2022-11-28 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,436,1066.54,5390.2,8111.57,1067.5,9179.07
2022-11-28 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,403,1049.98,5113.7,7685.92,990.0,8675.92
2022-11-28 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,430,1122.23,5387.2,8158.96,1052.5,9211.46
2022-11-28 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,417,1151.7,5385.0,8050.150000000001,1020.0,9070.150000000001
2022-11-28 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,412,1211.16,5704.4,8413.36,1000.0,9413.36
2022-11-28 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,460,1347.66,5979.9,8808.89,1080.0,9888.89
2022-11-28 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,403,1291.73,5687.59,8469.630000000001,955.0,9424.630000000001
2022-11-28 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,381,1375.79,5788.2,9050.37,917.5,9967.87
2022-11-28 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,358,955.37,4639.5,7305.71,857.5,8163.21
2022-11-28 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,337,961.6,4329.5,6963.41,797.5,7760.91
2022-11-28 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,263,869.64,3486.5,5634.49,627.5,6261.99
2022-11-28 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,192,669.72,2619.5,4010.77,455.0,4465.77
2022-11-28 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,191,735.2,2834.5,4236.74,450.0,4686.74
2022-11-28 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,148,716.78,2590.1,3735.29,315.0,4050.29
2022-11-28 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,86,466.96999999999997,1568.5,2246.58,175.0,2421.58
2022-11-29 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,56,292.16,955.5,1367.46,107.5,1474.96
2022-11-29 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,17,52.7,193.0,278.25,35.0,313.25
2022-11-29 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,12,21.95,89.53999999999999,142.1,20.0,162.1
2022-11-29 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,5,30.549999999999997,100.0,152.18,12.5,164.68
2022-11-29 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,6,41.769999999999996,131.0,173.75,15.0,188.75
2022-11-29 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,53,81.19,426.0,722.16,130.0,852.16
2022-11-29 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,262,634.91,2637.0,4155.66,647.5,4803.16
2022-11-29 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,529,1150.21,5250.0,8258.92,1297.5,9556.42
2022-11-29 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,659,1557.28,8132.2,12283.4,1632.5,13915.9
2022-11-29 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,586,1473.94,8100.7,12134.38,1440.0,13574.38
2022-11-29 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,499,1273.75,6867.0,10164.59,1217.5,11382.09
2022-11-29 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,508,1296.22,7426.5,10868.24,1242.5,12110.74
2022-11-29 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,487,1073.05,6420.9,9430.48,1200.0,10630.48
2022-11-29 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,556,1476.65,7657.4,11169.19,1352.5,12521.69
2022-11-29 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,486,1398.6,6969.22,10186.59,1175.0,11361.59
2022-11-29 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,428,1307.15,6447.7,9281.6,1037.5,10319.1
2022-11-29 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,465,1336.82,7091.2,10891.57,1117.5,12009.07
2022-11-29 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,377,964.4399999999999,5806.0,8895.15,922.5,9817.65
2022-11-29 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,425,1218.63,6132.05,9470.84,1005.0,10475.84
2022-11-29 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,309,1025.3,4256.2,6796.35,730.0,7526.35
2022-11-29 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,266,846.47,3442.0,5352.12,637.5,5989.62
2022-11-29 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,216,690.37,2754.5,4246.99,505.0,4751.99
2022-11-29 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,193,805.89,2985.0,4404.86,435.0,4839.86
2022-11-29 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,119,550.01,1777.0,2653.42,260.0,2913.42
2022-11-30 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,60,213.44,1006.5,1413.75,130.0,1543.75
2022-11-30 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,35,113.42,495.0,738.28,80.0,818.28
2022-11-30 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,23,36.49,170.0,301.23,57.5,358.73
2022-11-30 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,8,55.53,179.0,253.58,17.5,271.08000000000004
2022-11-30 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,12,71.16,225.0,313.6,25.0,338.6
2022-11-30 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,56,110.5,510.0,814.5,135.0,949.5
2022-11-30 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,248,562.9,2435.7,3818.48,605.0,4423.48
2022-11-30 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,528,1215.21,5641.1,8780.23,1297.5,10077.73
2022-11-30 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,599,1305.06,7018.6,10634.15,1472.5,12106.65
2022-11-30 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,567,1325.85,7510.7,11251.81,1405.0,12656.81
2022-11-30 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,518,1431.18,7756.7,11318.960000000001,1275.0,12593.960000000001
2022-11-30 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,558,1304.82,8876.7,12743.97,1365.0,14108.97
2022-11-30 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,482,1352.78,8808.0,12333.64,1187.5,13521.14
2022-11-30 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,424,1117.14,7773.3,10770.81,1020.0,11790.81
2022-11-30 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,383,1029.3,6591.7,9270.26,937.5,10207.76
2022-11-30 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,362,932.15,5933.0,8372.33,872.5,9244.83
2022-11-30 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,331,1070.92,6023.5,8929.46,787.5,9716.96
2022-11-30 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,278,704.39,4766.67,6998.59,655.0,7653.59
2022-11-30 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,257,696.21,3865.7,5875.55,615.0,6490.55
2022-11-30 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,263,859.63,3726.4,5800.82,607.5,6408.32
2022-11-30 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,231,856.85,3491.5,5255.87,550.0,5805.87
2022-11-30 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,224,862.6899999999999,3381.8,5105.92,520.0,5625.92
2022-11-30 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,193,798.16,2912.5,4322.8,412.5,4735.3
2022-11-30 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,142,623.92,2299.5,3389.95,320.0,3709.95
2022-12-01 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,77,384.93,1364.7,1988.3700000000001,172.5,2160.87
2022-12-01 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,38,141.32999999999998,483.0,728.07,82.5,810.57
2022-12-01 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,24,80.85,360.5,525.5699999999999,52.5,578.0699999999999
2022-12-01 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,11,49.93,177.0,262.4,27.5,289.9
2022-12-01 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,16,31.409999999999997,152.7,216.89,32.5,249.39
2022-12-01 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,50,79.54,372.0,632.98,122.5,755.48
2022-12-01 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,264,529.31,2362.9,3852.15,652.5,4504.65
2022-12-01 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,524,1257.92,5578.9,8687.33,1287.5,9974.83
2022-12-01 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,626,1373.95,7536.7,11331.7,1552.5,12884.2
2022-12-01 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,590,1521.82,8465.7,12344.24,1445.0,13789.24
2022-12-01 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,523,1363.74,8219.25,11887.88,1277.5,13165.38
2022-12-01 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,479,1250.54,7720.19,11151.4,1157.5,12308.9
2022-12-01 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,479,1386.59,7861.0,11271.89,1165.0,12436.89
2022-12-01 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,505,1630.25,8605.0,12348.88,1212.5,13561.38
2022-12-01 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,458,1446.19,7943.8,11474.73,1110.0,12584.73
2022-12-01 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,488,1534.32,8410.7,11913.82,1177.5,13091.32
2022-12-01 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,387,1168.25,7030.7,10193.01,930.0,11123.01
2022-12-01 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,378,1253.62,7459.8,10799.04,900.0,11699.04
2022-12-01 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,412,1040.55,6912.7,10259.23,1005.0,11264.23
2022-12-01 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,348,1219.9,5780.5,8782.41,830.0,9612.41
2022-12-01 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,278,959.69,4552.0,6606.67,645.0,7251.67
2022-12-01 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,255,897.06,4126.5,5858.46,607.5,6465.96
2022-12-01 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,213,907.67,3534.0,5176.14,490.0,5666.14
2022-12-01 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,208,671.8,2830.5,4195.37,470.0,4665.37
2022-12-02 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,114,460.03,1700.0,2544.71,272.5,2817.21
2022-12-02 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,54,128.34,538.0,875.61,122.5,998.11
2022-12-02 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,35,72.84,358.5,543.81,80.0,623.81
2022-12-02 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,15,49.78,192.5,276.71,37.5,314.21
2022-12-02 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,17,61.56,222.7,326.59000000000003,35.0,361.59000000000003
2022-12-02 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,55,94.19,450.2,745.13,130.0,875.13
2022-12-02 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,197,471.45,1994.7,3077.45,480.0,3557.45
2022-12-02 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,339,727.17,3263.0,5122.07,827.5,5949.57
2022-12-02 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,411,1043.6,4991.5,7558.21,1007.5,8565.71
2022-12-02 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,425,1321.76,6022.5,8966.03,1030.0,9996.03
2022-12-02 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,464,1256.99,6165.7,9168.69,1132.5,10301.19
2022-12-02 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,482,1399.01,7164.7,10485.61,1160.0,11645.61
2022-12-02 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,418,1245.26,6596.8,9487.76,1017.5,10505.26
2022-12-02 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,434,1439.3,7268.9,10448.08,1067.5,11515.58
2022-12-02 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,412,1334.88,7119.3,10100.7,980.0,11080.7
2022-12-02 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,464,1334.41,7772.09,11027.76,1112.5,12140.26
2022-12-02 16:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,414,1215.32,6879.3,10207.26,1007.5,11214.76
2022-12-02 17:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,423,1132.2,6402.4,9597.2,1010.0,10607.2
2022-12-02 18:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,436,1122.3,6641.2,10086.12,1060.0,11146.12
2022-12-02 19:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,397,1079.3,5796.7,8729.83,937.5,9667.33
2022-12-02 20:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,281,732.2,3804.2,5580.31,652.5,6232.81
2022-12-02 21:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,295,823.21,4154.0,6119.28,685.0,6804.28
2022-12-02 22:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,266,660.03,3576.0,5292.08,637.5,5929.58
2022-12-02 23:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,199,692.66,3048.7,4505.76,462.5,4968.26
2022-12-03 00:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,133,402.58,1680.5,2537.02,310.0,2847.02
2022-12-03 01:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,83,199.1,895.0,1403.94,200.0,1603.94
2022-12-03 02:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,49,121.91,509.0,818.4,120.0,938.4
2022-12-03 03:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,49,123.58,532.0,787.5,107.5,895.0
2022-12-03 04:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,18,37.91,248.5,331.35,40.0,371.35
2022-12-03 05:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,17,36.769999999999996,231.7,333.29,40.0,373.29
2022-12-03 06:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,1,39,100.99000000000001,388.51,606.62,92.5,699.12
2022-12-03 07:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,70,206.44,782.2,1166.09,157.5,1323.59
2022-12-03 08:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,195,481.74,1933.2,3038.01,467.5,3505.51
2022-12-03 09:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,322,841.82,3524.55,5476.17,800.0,6276.17
2022-12-03 10:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,393,907.74,4408.4,6612.33,945.0,7557.33
2022-12-03 11:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,447,1079.34,5446.5,7990.8,1060.0,9050.8
2022-12-03 12:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,478,1136.94,6250.5,9193.36,1162.5,10355.86
2022-12-03 13:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,513,1269.58,7271.5,10394.79,1252.5,11647.29
2022-12-03 14:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,459,1304.1,6744.2,9583.85,1130.0,10713.85
2022-12-03 15:00:00,Madison Square Garden,KovZpZA7AAEA,161,Midtown Center,Yellow Zone,2,478,1162.42,6747.8,9485.81,1120.0,10605.81
